Location,Location_ID,Date,AQI,CO,NO,NO2,O3,SO2,PM2.5,PM10,NH3
"Karimnagar, Telangana, India",1,2021-06-15,31,256.320833333333,0.0837499999999999,4.0475,33.8266666666667,2.23375,2.37333333333333,3.35833333333333,2.65416666666667
"Khammam, Telangana, India",2,2021-06-15,22,286.222083333333,0.0345833333333333,5.31,24.0945833333333,2.93375,4.33166666666667,5.63625,2.00166666666667
"Nizamabad, Telangana, India",3,2021-06-15,25,258.545833333333,0.104166666666667,3.82291666666667,26.785,1.64958333333333,2.80416666666667,4.08583333333333,3.34875
"Warangal, Telangana, India",4,2021-06-15,25,289.69875,0.102916666666667,5.58916666666667,27.225,1.925,3.70583333333333,5.10125,2.61666666666667
"Adilabad, Telangana, India",0,2021-06-16,30,244.497916666667,0.160416666666667,3.98458333333333,32.9020833333333,2.795,3.915,5.03083333333333,2.86125
"Karimnagar, Telangana, India",1,2021-06-16,34,272.593333333333,0.107916666666667,4.54291666666667,36.6129166666667,2.09875,3.68,4.78166666666667,2.48375
"Khammam, Telangana, India",2,2021-06-16,31,262.99625,0.14625,4.99333333333333,33.4308333333333,2.93791666666667,5.22833333333333,6.56041666666667,1.83666666666667
"Nizamabad, Telangana, India",3,2021-06-16,28,257.294583333333,0.0949999999999999,3.18625,30.3383333333333,0.995833333333333,3.11375,4.32791666666667,3.25125
"Warangal, Telangana, India",4,2021-06-16,33,287.195,0.112916666666667,4.95583333333333,35.2875,2.15875,4.69625,5.82333333333333,2.14041666666667
"Adilabad, Telangana, India",0,2021-06-17,31,240.883333333333,0.139583333333333,4.62416666666667,33.3341666666667,2.87291666666667,5.15,6.18791666666667,2.68916666666667
"Karimnagar, Telangana, India",1,2021-06-17,34,251.869583333333,0.132083333333333,3.91833333333333,37.1641666666667,1.77208333333333,3.76,4.71583333333333,2.24833333333333
"Khammam, Telangana, India",2,2021-06-17,36,272.454166666667,0.0958333333333333,3.89583333333333,38.5195833333333,1.81375,5.3425,6.35541666666667,1.46541666666667
"Nizamabad, Telangana, India",3,2021-06-17,31,241.299583333333,0.0891666666666666,2.78541666666667,33.4833333333333,0.9875,4.01333333333333,5.195,2.84666666666667
"Warangal, Telangana, India",4,2021-06-17,32,256.0425,0.120416666666667,4.10125,34.8829166666667,1.26041666666667,3.99166666666667,5.02,1.89833333333333
"Adilabad, Telangana, India",0,2021-06-18,33,234.0675,0.295,4.075,35.1666666666667,3.815,3.61791666666667,4.6,3.41541666666667
"Karimnagar, Telangana, India",1,2021-06-18,29,247.419166666667,0.1875,3.80458333333333,31.7316666666667,1.88833333333333,2.76666666666667,3.68,2.56875
"Khammam, Telangana, India",2,2021-06-18,29,266.05625,0.152916666666667,4.09833333333333,31.6958333333333,1.885,4.62791666666667,6.46291666666667,2.15958333333333
"Nizamabad, Telangana, India",3,2021-06-18,27,236.710833333333,0.0845833333333333,2.54791666666667,29.28875,0.959166666666667,2.92875,3.96458333333333,3.10041666666667
"Warangal, Telangana, India",4,2021-06-18,26,261.465833333333,0.187916666666667,4.73916666666667,27.6191666666667,2.48875,3.89708333333333,5.14666666666667,2.6475
"Adilabad, Telangana, India",0,2021-06-19,39,231.98125,0.184583333333333,3.11208333333333,42.1708333333333,2.695,4.05208333333333,5.02166666666667,3.18791666666667
"Karimnagar, Telangana, India",1,2021-06-19,38,238.795833333333,0.168333333333333,2.84875,40.9783333333333,1.55333333333333,2.65833333333333,3.49291666666667,2.65791666666667
"Khammam, Telangana, India",2,2021-06-19,38,247.83625,0.0808333333333333,3.33083333333333,41.2166666666667,2.19041666666667,4.70791666666667,6.345,3.2075
"Nizamabad, Telangana, India",3,2021-06-19,34,233.2325,0.09875,2.01583333333333,37.12,0.79875,2.44375,3.31333333333333,3.06958333333333
"Warangal, Telangana, India",4,2021-06-19,36,256.598333333333,0.12375,3.98541666666667,38.46,2.09041666666667,4.06416666666667,5.3275,3.20208333333333
"Adilabad, Telangana, India",0,2021-06-20,33,236.84875,0.177083333333333,3.9125,36.1508333333333,2.30666666666667,4.19125,5.44625,4.31041666666667
"Karimnagar, Telangana, India",1,2021-06-20,41,237.26625,0.179166666666667,2.60916666666667,44.5404166666667,1.52416666666667,3.30833333333333,4.32875,3.34041666666667
"Khammam, Telangana, India",2,2021-06-20,49,241.3,0.08125,2.0925,52.9591666666667,1.70791666666667,4.89666666666667,6.21541666666667,3.07416666666667
"Nizamabad, Telangana, India",3,2021-06-20,35,224.3325,0.0991666666666666,1.65833333333333,37.7904166666667,0.72875,2.97541666666667,3.9525,3.45291666666667
"Warangal, Telangana, India",4,2021-06-20,39,234.762083333333,0.141666666666667,2.43791666666667,41.97625,1.07125,3.13958333333333,4.35958333333333,3.42958333333333
"Adilabad, Telangana, India",0,2021-06-21,38,245.749166666667,0.152083333333333,4.13541666666667,41.4554166666667,2.15375,5.665,7.655,5.16583333333333
"Karimnagar, Telangana, India",1,2021-06-21,33,373.422916666667,1.3525,7.73583333333333,29.0329166666667,3.07458333333333,7.99083333333333,12.0258333333333,6.48291666666667
"Khammam, Telangana, India",2,2021-06-21,37,262.0225,0.0733333333333333,3.00333333333333,40.4204166666667,1.49666666666667,5.18083333333333,7.57958333333333,4.285
"Nizamabad, Telangana, India",3,2021-06-21,32,259.7975,0.117916666666667,3.73208333333333,34.6308333333333,2.52541666666667,5.31125,8.30375,5.77083333333333
"Warangal, Telangana, India",4,2021-06-21,32,311.394583333333,0.491666666666667,5.32083333333333,34.83625,1.285,6.22,9.87791666666667,5.76041666666667
"Adilabad, Telangana, India",0,2021-06-22,31,302.7725,0.243333333333333,7.90291666666667,33.5141666666667,2.58041666666667,7.09166666666667,9.63875,5.45916666666667
"Karimnagar, Telangana, India",1,2021-06-22,39,317.932916666667,0.0966666666666666,6.145,41.1429166666667,4.38291666666667,9.37541666666667,14.2845833333333,6.46208333333333
"Khammam, Telangana, India",2,2021-06-22,43,337.959166666667,0.0875,5.40583333333333,26.85375,1.67041666666667,10.3670833333333,13.9320833333333,4.81458333333333
"Nizamabad, Telangana, India",3,2021-06-22,37,286.5,0.11625,4.6525,39.7558333333333,3.66625,8.4175,12.8066666666667,6.28041666666667
"Warangal, Telangana, India",4,2021-06-22,54,429.192916666667,1.17,10.3316666666667,31.2308333333333,2.66458333333333,14.0233333333333,22.0133333333333,8.1325
"Adilabad, Telangana, India",0,2021-06-23,35,264.525833333333,0.215416666666667,4.70833333333333,37.98375,2.39583333333333,6.83125,8.17416666666667,2.64166666666667
"Karimnagar, Telangana, India",1,2021-06-23,58,375.9275,0.165416666666667,8.28125,45.3075,3.9125,15.7591666666667,20.3229166666667,6.3575
"Khammam, Telangana, India",2,2021-06-23,67,377.872916666667,0.164166666666667,5.93333333333333,28.0429166666667,1.84583333333333,20.0045833333333,23.9858333333333,2.7775
"Nizamabad, Telangana, India",3,2021-06-23,45,295.263333333333,0.200833333333333,4.62875,45.8208333333333,3.46791666666667,10.8775,14.1454166666667,5.19958333333333
"Warangal, Telangana, India",4,2021-06-23,72,459.095833333333,0.305,10.4370833333333,38.72,2.47625,22.3854166666667,28.8620833333333,6.525
"Adilabad, Telangana, India",0,2021-06-24,35,276.764583333333,0.179166666666667,4.41333333333333,33.9675,2.2775,8.31833333333333,9.0175,1.55208333333333
"Karimnagar, Telangana, India",1,2021-06-24,41,288.307916666667,0.1675,4.78916666666667,44.0779166666667,3.83,9.8175,12.05,3.57416666666667
"Khammam, Telangana, India",2,2021-06-24,69,399.987916666667,0.2475,6.5725,33.2883333333333,2.43208333333333,20.79625,25.0666666666667,3.68333333333333
"Nizamabad, Telangana, India",3,2021-06-24,43,283.58,0.15,4.5275,39.7420833333333,4.20916666666667,10.3566666666667,12.0695833333333,2.83041666666667
"Warangal, Telangana, India",4,2021-06-24,62,391.365,0.433333333333333,6.675,31.7420833333333,1.27416666666667,17.8366666666667,22.5604166666667,4.60875
"Adilabad, Telangana, India",0,2021-06-25,36,281.49375,0.115416666666667,6.13375,26.3154166666667,3.18625,8.74666666666667,9.83833333333333,1.89541666666667
"Karimnagar, Telangana, India",1,2021-06-25,27,268.280833333333,0.218333333333333,5.17833333333333,28.6479166666667,3.78083333333333,6.2525,7.6475,2.55208333333333
"Khammam, Telangana, India",2,2021-06-25,36,259.9375,0.0883333333333333,2.50125,39.2045833333333,0.87,4.23666666666667,5.4925,3.07708333333333
"Nizamabad, Telangana, India",3,2021-06-25,24,253.260833333333,0.113333333333333,5.14916666666667,23.7595833333333,4.15833333333333,5.75916666666667,7.02625,2.69916666666667
"Warangal, Telangana, India",4,2021-06-25,29,261.465833333333,0.115,3.67708333333333,30.8745833333333,1.33833333333333,4.61875,5.865,2.8025
"Adilabad, Telangana, India",0,2021-06-26,33,269.81125,0.130833333333333,4.81541666666667,35.3525,2.4775,6.32833333333333,7.75083333333333,2.69333333333333
"Karimnagar, Telangana, India",1,2021-06-26,37,289.005,0.184583333333333,5.04833333333333,40.3825,3.3175,7.82833333333333,9.52583333333333,2.66833333333333
"Khammam, Telangana, India",2,2021-06-26,32,290.115416666667,0.03375,3.49916666666667,34.7270833333333,1.23833333333333,6.85875,7.915,1.79916666666667
"Nizamabad, Telangana, India",3,2021-06-26,38,273.704583333333,0.242083333333333,4.34708333333333,41.3366666666667,2.44958333333333,7.41833333333333,8.86666666666667,2.54208333333333
"Warangal, Telangana, India",4,2021-06-26,35,303.745833333333,0.075,5.00916666666667,37.335,1.805,7.72625,9.48875,2.83666666666667
"Adilabad, Telangana, India",0,2021-06-27,45,255.068333333333,0.0341666666666666,5.65208333333333,34.1316666666667,5.30166666666667,10.8329166666667,12.51,1.97458333333333
"Karimnagar, Telangana, India",1,2021-06-27,31,284.97,0.0716666666666666,4.48833333333333,33.33375,2.86958333333333,6.2725,7.46541666666667,2.11541666666667
"Khammam, Telangana, India",2,2021-06-27,44,323.912083333333,0.07875,4.5075,27.5029166666667,1.86875,10.5170833333333,11.88375,1.2425
"Nizamabad, Telangana, India",3,2021-06-27,24,260.910416666667,0.0583333333333333,3.66875,25.57875,1.38916666666667,5.49458333333333,6.8975,2.87583333333333
"Warangal, Telangana, India",4,2021-06-27,30,322.520833333333,0.10625,5.65875,29.2133333333333,1.75,7.29708333333333,9.005,2.25041666666667
"Adilabad, Telangana, India",0,2021-06-28,57,321.409166666667,0.29625,7.81041666666667,42.0175,5.28958333333333,15.1929166666667,16.7320833333333,1.85166666666667
"Karimnagar, Telangana, India",1,2021-06-28,45,335.1775,0.240416666666667,6.405,42.6541666666667,4.20833333333333,10.8408333333333,12.7433333333333,2.43208333333333
"Khammam, Telangana, India",2,2021-06-28,71,331.423333333333,0.149166666666667,4.42,60.1195833333333,5.625,21.7225,23.67125,1.325
"Nizamabad, Telangana, India",3,2021-06-28,40,321.6875,0.107083333333333,4.42791666666667,34.9879166666667,1.6875,9.69041666666667,12.07,3.20625
"Warangal, Telangana, India",4,2021-06-28,54,360.0725,0.195,5.7975,38.29625,1.28791666666667,13.67625,15.95,2.51916666666667
"Adilabad, Telangana, India",0,2021-06-29,47,337.4025,0.162083333333333,6.13833333333333,44.4875,2.83958333333333,11.3825,13.2016666666667,2.35875
"Karimnagar, Telangana, India",1,2021-06-29,67,495.950833333333,0.705,10.0975,43.2004166666667,3.96208333333333,19.89375,25.0020833333333,5.2625
"Khammam, Telangana, India",2,2021-06-29,138,355.205416666667,0.101666666666667,6.46166666666667,81.36125,10.9433333333333,33.61875,37.4941666666667,2.1225
"Nizamabad, Telangana, India",3,2021-06-29,49,338.237083333333,0.085,5.19583333333333,40.51625,2.41166666666667,11.8545833333333,14.1625,3.47875
"Warangal, Telangana, India",4,2021-06-29,96,510.275,0.195,10.6841666666667,53.0633333333333,4.04958333333333,33.3508333333333,39.5295833333333,7.41083333333333
"Adilabad, Telangana, India",0,2021-07-01,99,512.918333333333,2.41208333333333,16.835,33.8091666666667,4.28166666666667,35.07125,38.4316666666667,11.0125
"Karimnagar, Telangana, India",1,2021-07-01,157,527.939166666667,0.445833333333333,13.7375,56.4966666666667,6.12375,69.4770833333333,75.5954166666667,4.43708333333333
"Khammam, Telangana, India",2,2021-07-01,156,468.414166666667,0.0370833333333333,5.0575,41.6195833333333,0.94,66.3191666666667,72.2570833333333,2.41166666666667
"Nizamabad, Telangana, India",3,2021-07-01,101,426.135,0.06,5.07,45.9591666666667,1.44958333333333,35.6370833333333,39.8654166666667,4.62583333333333
"Warangal, Telangana, India",4,2021-07-01,158,525.435833333333,0.305833333333333,9.1925,44.3908333333333,2.18041666666667,70.1245833333333,75.4170833333333,3.65208333333333
"Adilabad, Telangana, India",0,2021-07-02,180,367.02625,0.299583333333333,5.21958333333333,97.0075,9.14,38.565,44.0366666666667,7.02125
"Karimnagar, Telangana, India",1,2021-07-02,179,530.164166666667,0.404583333333333,11.4383333333333,96.5466666666667,22.5908333333333,79.8491666666667,88.3954166666667,8.55208333333333
"Khammam, Telangana, India",2,2021-07-02,172,492.335416666667,0.0808333333333333,5.05708333333333,64.94,5.59625,97.7808333333333,107.98125,4.77916666666667
"Nizamabad, Telangana, India",3,2021-07-02,179,402.491666666667,0.167916666666667,4.62083333333333,96.5,8.9975,51.0670833333333,57.1741666666667,8.32708333333333
"Warangal, Telangana, India",4,2021-07-02,165,508.19,0.321666666666667,6.11916666666667,72.9104166666667,8.70708333333333,83.6833333333333,92.1095833333333,9.88583333333333
"Adilabad, Telangana, India",0,2021-07-03,151,469.52625,0.350416666666667,12.2704166666667,85.2345833333333,9.505,42.045,61.9283333333333,13.3241666666667
"Karimnagar, Telangana, India",1,2021-07-03,149,598.868333333333,0.26125,12.4479166666667,61.0125,5.35208333333333,55.03,70.3016666666667,13.9129166666667
"Khammam, Telangana, India",2,2021-07-03,126,470.36125,0.184166666666667,7.02,55.70125,4.62083333333333,45.8970833333333,54.9008333333333,7.10916666666667
"Nizamabad, Telangana, India",3,2021-07-03,149,533.084166666667,0.0908333333333333,6.94875,74.7145833333333,6.71958333333333,55.04375,77.8370833333333,16.4245833333333
"Warangal, Telangana, India",4,2021-07-03,133,526.130833333333,0.172916666666667,9.33958333333333,57.03875,5.42666666666667,48.525,60.72625,9.335
"Adilabad, Telangana, India",0,2021-07-04,203,449.776666666667,0.085,3.39791666666667,107.64625,8.1075,50.8658333333333,66.3258333333333,6.00458333333333
"Karimnagar, Telangana, India",1,2021-07-04,174,453.115416666667,0.143333333333333,6.05416666666667,94.7575,7.27041666666667,39.1033333333333,53.7633333333333,7.2175
"Khammam, Telangana, India",2,2021-07-04,153,378.707916666667,0.12125,3.93458333333333,86.21875,4.14291666666667,28.5241666666667,42.1325,2.62625
"Nizamabad, Telangana, India",3,2021-07-04,173,470.36125,0.065,3.45583333333333,94.31,5.63041666666667,44.8554166666667,60.0604166666667,7.6375
"Warangal, Telangana, India",4,2021-07-04,137,412.505833333333,0.114583333333333,4.5825,81.0479166666667,5.56958333333333,33.5320833333333,47.1258333333333,4.92125
"Adilabad, Telangana, India",0,2021-07-05,70,363.8275,0.124583333333333,7.93625,59.3216666666667,3.73458333333333,21.4341666666667,27.1158333333333,7.01916666666667
"Karimnagar, Telangana, India",1,2021-07-05,50,336.985833333333,0.1125,6.80375,45.0095833333333,3.72166666666667,12.1316666666667,18.49,6.64
"Khammam, Telangana, India",2,2021-07-05,53,274.677916666667,0.417083333333333,5.6275,50.58125,9.03541666666667,13.2945833333333,16.6533333333333,1.295
"Nizamabad, Telangana, India",3,2021-07-05,74,414.313333333333,0.10125,6.67791666666667,50.5783333333333,2.98541666666667,23.2979166666667,31.4758333333333,9.91041666666667
"Warangal, Telangana, India",4,2021-07-05,45,291.09125,0.149583333333333,4.22166666666667,48.9433333333333,4.91375,8.88,11.9883333333333,3.24125
"Adilabad, Telangana, India",0,2021-07-06,112,375.51,0.137916666666667,4.31791666666667,73.5983333333333,2.54291666666667,17.6866666666667,19.10375,3.84541666666667
"Karimnagar, Telangana, India",1,2021-07-06,155,362.854583333333,0.170416666666667,3.72666666666667,87.1729166666667,4.50458333333333,21.3858333333333,23.5229166666667,4.14333333333333
"Khammam, Telangana, India",2,2021-07-06,120,390.809166666667,0.1025,4.75458333333333,75.93625,5.13708333333333,25.1370833333333,27.76875,3.18958333333333
"Nizamabad, Telangana, India",3,2021-07-06,88,409.026666666667,0.0870833333333333,5.26583333333333,66.2508333333333,2.98208333333333,27.3883333333333,31.2708333333333,5.99833333333333
"Warangal, Telangana, India",4,2021-07-06,89,392.47625,0.211666666666667,4.6425,66.38375,1.94916666666667,20.265,23.19375,5.12708333333333
"Adilabad, Telangana, India",0,2021-07-07,56,296.375416666667,0.119166666666667,6.03875,55.8208333333333,4.28375,14.0675,17.08125,3.69333333333333
"Karimnagar, Telangana, India",1,2021-07-07,54,409.0275,0.228333333333333,9.86583333333333,28.27875,4.6625,14.0825,19.2154166666667,4.84583333333333
"Khammam, Telangana, India",2,2021-07-07,86,466.745,0.317083333333333,10.8425,23.0258333333333,7.62208333333333,28.94625,33.2870833333333,2.70125
"Nizamabad, Telangana, India",3,2021-07-07,54,342.27,0.100833333333333,5.51083333333333,41.5,2.86666666666667,13.71,17.1125,3.87916666666667
"Warangal, Telangana, India",4,2021-07-07,43,376.622916666667,0.132916666666667,6.105,31.02375,1.32541666666667,10.3770833333333,13.6779166666667,3.19458333333333
"Adilabad, Telangana, India",0,2021-07-08,63,322.522083333333,0.220833333333333,6.07625,42.6516666666667,2.30125,17.8804166666667,22.3041666666667,3.85625
"Karimnagar, Telangana, India",1,2021-07-08,54,391.6425,0.34375,8.42708333333333,36.2408333333333,3.10375,13.78125,19.0445833333333,6.18416666666667
"Khammam, Telangana, India",2,2021-07-08,62,366.609583333333,0.513333333333333,4.305,40.4604166666667,1.35375,17.5291666666667,22.1166666666667,4.32875
"Nizamabad, Telangana, India",3,2021-07-08,47,295.958333333333,0.202916666666667,4.705,42.5279166666667,3.45791666666667,11.2875,15.9195833333333,5.82333333333333
"Warangal, Telangana, India",4,2021-07-08,57,412.364166666667,1.43625,6.23791666666667,33.2733333333333,1.31625,15.3166666666667,21.0766666666667,4.33458333333333
"Adilabad, Telangana, India",0,2021-07-09,68,452.697916666667,0.176666666666667,9.26875,23.5220833333333,6.88916666666667,20.4316666666667,21.21375,0.865
"Karimnagar, Telangana, India",1,2021-07-09,41,343.66125,0.12875,6.77125,21.9391666666667,3.39041666666667,9.91666666666667,10.95625,1.19208333333333
"Khammam, Telangana, India",2,2021-07-09,48,333.50875,0.117083333333333,7.80291666666667,31.6695833333333,5.70833333333333,11.62625,12.5529166666667,0.955416666666667
"Nizamabad, Telangana, India",3,2021-07-09,36,328.223333333333,0.14375,5.84625,19.8716666666667,1.85458333333333,8.62083333333333,9.385,1.38666666666667
"Warangal, Telangana, India",4,2021-07-09,36,344.077916666667,0.109166666666667,6.66666666666667,21.5475,1.67333333333333,8.64958333333333,9.54875,1.10666666666667
"Adilabad, Telangana, India",0,2021-07-10,181,636.696666666667,0.29875,11.1233333333333,82.0204166666667,10.5020833333333,113.984583333333,119.269583333333,2.13458333333333
"Karimnagar, Telangana, India",1,2021-07-10,97,483.15625,1.27,10.78375,29.3033333333333,3.48291666666667,33.81,41.0208333333333,4.60083333333333
"Khammam, Telangana, India",2,2021-07-10,59,318.6275,0.154583333333333,3.71125,36.1541666666667,1.65083333333333,16.4420833333333,18.9420833333333,1.34291666666667
"Nizamabad, Telangana, India",3,2021-07-10,151,576.755833333333,0.240416666666667,7.11791666666667,34.2729166666667,2.48166666666667,56.99,67.1179166666667,11.0229166666667
"Warangal, Telangana, India",4,2021-07-10,82,409.72375,0.234166666666667,7.835,34.8479166666667,2.70958333333333,26.80375,30.8320833333333,2.74166666666667
"Adilabad, Telangana, India",0,2021-07-11,194,553.806666666667,0.239166666666667,8.85041666666667,97.5279166666667,16.74375,138.66875,146.521666666667,3.28208333333333
"Karimnagar, Telangana, India",1,2021-07-11,187,828.624166666667,0.859583333333333,19.8229166666667,57.87625,10.25125,125.197916666667,136.490416666667,12.5220833333333
"Khammam, Telangana, India",2,2021-07-11,186,546.57375,0.0583333333333333,3.53875,60.7820833333333,1.94458333333333,123.57125,129.526666666667,1.47333333333333
"Nizamabad, Telangana, India",3,2021-07-11,182,620.284583333333,0.262083333333333,6.9275,58.6204166666667,4.05083333333333,115.509166666667,126.60375,8.77041666666667
"Warangal, Telangana, India",4,2021-07-11,173,602.483333333333,0.149583333333333,6.73833333333333,59.69375,2.8725,98.4529166666667,105.34,2.65583333333333
"Adilabad, Telangana, India",0,2021-07-12,195,600.535416666667,0.3575,10.935,78.2320833333333,16.5175,141.0425,149.66625,5.19208333333333
"Karimnagar, Telangana, India",1,2021-07-12,184,718.334583333333,0.512083333333333,20.09375,52.4675,16.255,119.898333333333,131.4125,10.8908333333333
"Khammam, Telangana, India",2,2021-07-12,151,522.931666666667,0.0929166666666666,5.95166666666667,44.7520833333333,2.64916666666667,57.9341666666667,62.21375,2.90875
"Nizamabad, Telangana, India",3,2021-07-12,192,642.954166666667,0.149583333333333,8.05125,52.5108333333333,7.68625,134.76375,146.536666666667,9.86166666666667
"Warangal, Telangana, India",4,2021-07-12,162,490.665416666667,0.160416666666667,6.59,49.3975,4.0525,78.2058333333333,83.8729166666667,5.59
"Adilabad, Telangana, India",0,2021-07-13,63,404.577916666667,0.44875,9.86625,33.1329166666667,5.32208333333333,18.2716666666667,19.8725,4.47083333333333
"Karimnagar, Telangana, India",1,2021-07-13,26,313.2025,0.193333333333333,5.83458333333333,28.1933333333333,3.10583333333333,5.52125,7.01291666666667,2.02541666666667
"Khammam, Telangana, India",2,2021-07-13,39,321.13,0.132916666666667,7.3,21.3308333333333,4.65958333333333,9.2425,10.27125,0.895
"Nizamabad, Telangana, India",3,2021-07-13,27,296.095833333333,0.159166666666667,3.8975,28.8045833333333,1.78791666666667,6.07625,7.75708333333333,2.255
"Warangal, Telangana, India",4,2021-07-13,29,335.594166666667,0.108333333333333,5.7825,22.7170833333333,1.31833333333333,7.03708333333333,8.42708333333333,1.82541666666667
"Adilabad, Telangana, India",0,2021-07-14,91,445.327916666667,0.154583333333333,6.33166666666667,42.81125,5.65208333333333,31.0795833333333,32.0595833333333,1.38791666666667
"Karimnagar, Telangana, India",1,2021-07-14,24,308.614166666667,0.222083333333333,7.03625,16.8383333333333,3.46916666666667,5.76708333333333,6.48833333333333,1.23083333333333
"Khammam, Telangana, India",2,2021-07-14,29,320.43625,0.17625,7.75166666666667,17.7408333333333,4.7675,6.94458333333333,7.73583333333333,0.779583333333333
"Nizamabad, Telangana, India",3,2021-07-14,35,334.9,0.18625,6.43125,15.72875,2.57333333333333,8.37333333333333,9.42416666666667,1.49041666666667
"Warangal, Telangana, India",4,2021-07-14,20,303.468333333333,0.159166666666667,5.73958333333333,18.3883333333333,1.12541666666667,4.76916666666667,5.81333333333333,1.55958333333333
"Adilabad, Telangana, India",0,2021-07-15,76,361.463333333333,0.268333333333333,4.29708333333333,48.1833333333333,2.20916666666667,24.32625,25.55375,3.25708333333333
"Karimnagar, Telangana, India",1,2021-07-15,35,291.228333333333,0.233333333333333,4.55791666666667,37.7975,2.39291666666667,7.09416666666667,8.27833333333333,1.97
"Khammam, Telangana, India",2,2021-07-15,53,293.177083333333,0.537916666666667,7.91875,39.7608333333333,10.37625,13.2395833333333,14.7616666666667,0.79125
"Nizamabad, Telangana, India",3,2021-07-15,49,319.044583333333,0.428333333333333,4.79125,34.7029166666667,2.49208333333333,11.7529166666667,13.1616666666667,2.13708333333333
"Warangal, Telangana, India",4,2021-07-15,48,304.858333333333,0.273333333333333,5.10458333333333,40.2520833333333,2.31791666666667,11.5654166666667,13.0145833333333,1.9225
"Adilabad, Telangana, India",0,2021-07-16,70,318.349583333333,0.213333333333333,3.91916666666667,57.265,1.90208333333333,21.4995833333333,23.4091666666667,1.54916666666667
"Karimnagar, Telangana, India",1,2021-07-16,64,348.251666666667,0.34625,6.21166666666667,53.1983333333333,3.10791666666667,18.6591666666667,21.1633333333333,2.1875
"Khammam, Telangana, India",2,2021-07-16,71,317.792916666667,0.188333333333333,4.02125,59.0691666666667,3.41291666666667,22.0433333333333,24.1904166666667,1.00125
"Nizamabad, Telangana, India",3,2021-07-16,52,328.222916666667,0.215416666666667,3.99833333333333,46.4245833333333,1.32041666666667,12.94,14.9433333333333,2.77125
"Warangal, Telangana, India",4,2021-07-16,60,300.965,0.333333333333333,4.27291666666667,53.645,2.30416666666667,16.8404166666667,18.39875,1.50125
"Adilabad, Telangana, India",0,2021-07-17,69,326.554166666667,0.195833333333333,4.85916666666667,51.64875,3.42791666666667,20.8679166666667,21.98625,2.12
"Karimnagar, Telangana, India",1,2021-07-17,68,356.8725,0.183333333333333,5.3825,52.98125,4.63333333333333,20.5483333333333,22.7533333333333,2.96541666666667
"Khammam, Telangana, India",2,2021-07-17,77,315.707083333333,0.1875,3.975,55.9691666666667,4.71916666666667,24.6191666666667,25.9666666666667,0.73
"Nizamabad, Telangana, India",3,2021-07-17,39,291.924166666667,0.11625,3.34708333333333,35.5545833333333,1.19791666666667,9.41875,10.7325,2.53541666666667
"Warangal, Telangana, India",4,2021-07-17,73,353.1175,0.1875,3.76041666666667,51.0970833333333,1.12916666666667,22.6275,24.135,2.08
"Adilabad, Telangana, India",0,2021-07-18,44,288.447083333333,0.156666666666667,4.41208333333333,34.135,2.37333333333333,10.6245833333333,11.5204166666667,2.15666666666667
"Karimnagar, Telangana, India",1,2021-07-18,52,323.911666666667,0.175,4.50458333333333,42.9675,3.17541666666667,12.8854166666667,14.53875,2.61083333333333
"Khammam, Telangana, India",2,2021-07-18,97,386.357083333333,0.0770833333333333,3.95,61.3929166666667,4.15666666666667,33.96875,35.4254166666667,0.919166666666667
"Nizamabad, Telangana, India",3,2021-07-18,34,286.777916666667,0.133333333333333,3.50791666666667,36.72375,1.55083333333333,7.83333333333333,9.0925,2.36833333333333
"Warangal, Telangana, India",4,2021-07-18,74,381.072916666667,0.21,4.52083333333333,42.6325,1.0725,23.1375,25.00375,2.53708333333333
"Adilabad, Telangana, India",0,2021-07-19,29,266.611666666667,0.132083333333333,3.86791666666667,31.58375,1.77208333333333,5.49833333333333,6.26041666666667,1.66416666666667
"Karimnagar, Telangana, India",1,2021-07-19,35,319.18375,0.192916666666667,4.98625,37.4170833333333,2.97166666666667,7.95166666666667,9.29375,2.35208333333333
"Khammam, Telangana, India",2,2021-07-19,71,348.39,0.216666666666667,5.29916666666667,52.8620833333333,5.22958333333333,21.7775,23.1866666666667,1.13
"Nizamabad, Telangana, India",3,2021-07-19,30,288.725,0.164166666666667,4.18208333333333,32.8204166666667,2.83541666666667,6.41791666666667,7.57166666666667,1.91708333333333
"Warangal, Telangana, India",4,2021-07-19,49,338.237083333333,0.269166666666667,4.05083333333333,38.1316666666667,1.19541666666667,11.8566666666667,13.2979166666667,2.07041666666667
"Adilabad, Telangana, India",0,2021-07-20,27,265.777916666667,0.17625,4.54291666666667,28.67125,2.27375,5.01416666666667,5.75875,1.27583333333333
"Karimnagar, Telangana, India",1,2021-07-20,33,274.679583333333,0.144166666666667,4.61791666666667,35.5845833333333,3.14166666666667,4.01708333333333,4.86125,1.62916666666667
"Khammam, Telangana, India",2,2021-07-20,30,275.930833333333,0.065,3.30208333333333,32.6329166666667,1.19333333333333,3.72375,4.65333333333333,1.49375
"Nizamabad, Telangana, India",3,2021-07-20,32,269.81125,0.19875,5.06541666666667,34.1458333333333,4.19958333333333,6.24,7.30208333333333,1.54875
"Warangal, Telangana, India",4,2021-07-20,31,268.837083333333,0.07,3.68916666666667,33.3791666666667,0.9275,3.19958333333333,4.12125,1.83875
"Adilabad, Telangana, India",0,2021-07-21,26,243.246666666667,0.134166666666667,3.83791666666667,28.2908333333333,1.80041666666667,4.305,4.59125,0.67125
